sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
230618_R.bromii_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230618_R.bromii_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.7,0.1]","[12,40]",
230716_B.uniformis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.7,0.1]","[12,40]",
230716_B.uniformis_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.7,0.1]","[12,40]",
230716_B.uniformis_3_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_3_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_3_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_3_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_3_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_B.uniformis_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.7,0.1]","[12,40]",
230716_B.uniformis_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.7,0.1]","[12,40]",
230716_NCM_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2,33]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_NCM_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2,33]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_NCM_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2,33]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_NCM_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2,33]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_NCM_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,27,28.6,32.2,33]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_3_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_P.copri_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_R.bromii_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_R.bromii_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_R.bromii_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_R.bromii_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230716_R.bromii_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_B.vulgatus_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_P.distastonis_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_P.distastonis_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_P.distastonis_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_P.distastonis_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_P.distastonis_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2_1,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_2,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_3,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_4,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230811_R.bromii_5,tbd,peakinfo_Palo_Alto_YCA,Shimadzu_ProminenceLC2030C,"[12.2,13.3,15.6,16.5,17.6,18,18.8,20,20.9,21.7,23.3,24.8,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_BF_1,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_BF_2,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_BF_3,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_NCM3722_1,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_NCM3722_2,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
220512_NCM3722_3,tbd,peakinfo_Palo_Alto_simple,Shimadzu_ProminenceLC2030C,"[21.2,21.8,23]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.finegoldii_1,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.finegoldii_2,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.finegoldii_3,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.finegoldii_4,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.finegoldii_5,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.ovatus_1,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.ovatus_2,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.ovatus_3,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
230211_B.ovatus_4,tbd,peakinfo_Palo_Alto_BHI,Shimadzu_ProminenceLC2030C,"[13.3,15.6,18.7,20,20.9,21.7,28.6,32.2]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,40]",
