required,,,,,,,,,,not required
sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
Btet_1_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_1_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_4_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_01,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,18.2,19.6,20.3,20.8,21.2,23,24.4]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_02,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_03,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_04,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_05,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_06,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
