sample,study_name
SAMD00115053,YachidaS_2019
SAMD00115054,YachidaS_2019
SAMD00114993,YachidaS_2019
SAMD00115055,YachidaS_2019
SAMD00114751,YachidaS_2019
SAMD00114752,YachidaS_2019
SAMD00114780,YachidaS_2019
SAMD00114781,YachidaS_2019
SAMD00114782,YachidaS_2019
SAMD00114994,YachidaS_2019
SAMD00114774,YachidaS_2019
SAMD00114775,YachidaS_2019
SAMD00114776,YachidaS_2019
SAMD00114777,YachidaS_2019
SAMD00115056,YachidaS_2019
SAMD00115058,YachidaS_2019
SAMD00114778,YachidaS_2019
SAMD00114779,YachidaS_2019
SAMD00114730,YachidaS_2019
SAMD00115001,YachidaS_2019
SAMD00114731,YachidaS_2019
SAMD00114732,YachidaS_2019
SAMD00114733,YachidaS_2019
SAMD00114734,YachidaS_2019
SAMD00114725,YachidaS_2019
SAMD00115057,YachidaS_2019
SAMD00114726,YachidaS_2019
SAMD00114727,YachidaS_2019
SAMD00114728,YachidaS_2019
SAMD00114729,YachidaS_2019
SAMD00115002,YachidaS_2019
SAMD00114787,YachidaS_2019
SAMD00114788,YachidaS_2019
SAMD00115003,YachidaS_2019
SAMD00115004,YachidaS_2019
SAMD00114789,YachidaS_2019
SAMD00114790,YachidaS_2019
SAMD00114791,YachidaS_2019
SAMD00114792,YachidaS_2019
SAMD00114783,YachidaS_2019
SAMD00114784,YachidaS_2019
SAMD00115008,YachidaS_2019
SAMD00114785,YachidaS_2019
SAMD00114786,YachidaS_2019
SAMD00115009,YachidaS_2019
SAMD00115005,YachidaS_2019
SAMD00115006,YachidaS_2019
SAMD00115038,YachidaS_2019
SAMD00115007,YachidaS_2019
SAMD00115059,YachidaS_2019
SAMD00115011,YachidaS_2019
SAMD00115012,YachidaS_2019
SAMD00115013,YachidaS_2019
SAMD00115010,YachidaS_2019
SAMD00114816,YachidaS_2019
SAMD00114819,YachidaS_2019
SAMD00114804,YachidaS_2019
SAMD00114805,YachidaS_2019
SAMD00114806,YachidaS_2019
SAMD00114807,YachidaS_2019
SAMD00114808,YachidaS_2019
SAMD00114809,YachidaS_2019
SAMD00114810,YachidaS_2019
SAMD00114811,YachidaS_2019
SAMD00114820,YachidaS_2019
SAMD00114821,YachidaS_2019
SAMD00114812,YachidaS_2019
SAMD00114813,YachidaS_2019
SAMD00114814,YachidaS_2019
SAMD00114826,YachidaS_2019
SAMD00114827,YachidaS_2019
SAMD00114828,YachidaS_2019
SAMD00114829,YachidaS_2019
SAMD00114830,YachidaS_2019
SAMD00114862,YachidaS_2019
SAMD00114822,YachidaS_2019
SAMD00114823,YachidaS_2019
SAMD00114857,YachidaS_2019
SAMD00114858,YachidaS_2019
SAMD00114824,YachidaS_2019
SAMD00114825,YachidaS_2019
SAMD00114817,YachidaS_2019
SAMD00114818,YachidaS_2019
SAMD00114835,YachidaS_2019
SAMD00114836,YachidaS_2019
SAMD00114803,YachidaS_2019
SAMD00114841,YachidaS_2019
SAMD00114842,YachidaS_2019
SAMD00114843,YachidaS_2019
SAMD00114844,YachidaS_2019
SAMD00114845,YachidaS_2019
SAMD00114846,YachidaS_2019
SAMD00114847,YachidaS_2019
SAMD00114848,YachidaS_2019
SAMD00114849,YachidaS_2019
SAMD00114850,YachidaS_2019
SAMD00114863,YachidaS_2019
SAMD00114864,YachidaS_2019
SAMD00114865,YachidaS_2019
SAMD00114866,YachidaS_2019
SAMD00114851,YachidaS_2019
SAMD00114852,YachidaS_2019
SAMD00114867,YachidaS_2019
SAMD00114853,YachidaS_2019
SAMD00114868,YachidaS_2019
SAMD00114869,YachidaS_2019
SAMD00114854,YachidaS_2019
SAMD00114859,YachidaS_2019
SAMD00114837,YachidaS_2019
SAMD00114838,YachidaS_2019
SAMD00114860,YachidaS_2019
SAMD00114839,YachidaS_2019
SAMD00114840,YachidaS_2019
SAMD00114855,YachidaS_2019
SAMD00114856,YachidaS_2019
SAMD00114861,YachidaS_2019
SAMD00114887,YachidaS_2019
SAMD00114870,YachidaS_2019
SAMD00114871,YachidaS_2019
SAMD00114926,YachidaS_2019
SAMD00114937,YachidaS_2019
SAMD00114888,YachidaS_2019
SAMD00114889,YachidaS_2019
SAMD00114872,YachidaS_2019
SAMD00114873,YachidaS_2019
SAMD00114927,YachidaS_2019
SAMD00114928,YachidaS_2019
SAMD00114938,YachidaS_2019
SAMD00114890,YachidaS_2019
SAMD00114891,YachidaS_2019
SAMD00114929,YachidaS_2019
SAMD00114930,YachidaS_2019
SAMD00114939,YachidaS_2019
SAMD00114892,YachidaS_2019
SAMD00114893,YachidaS_2019
SAMD00114874,YachidaS_2019
SAMD00114875,YachidaS_2019
SAMD00114931,YachidaS_2019
SAMD00114932,YachidaS_2019
SAMD00114940,YachidaS_2019
SAMD00114894,YachidaS_2019
SAMD00114895,YachidaS_2019
SAMD00114876,YachidaS_2019
SAMD00114933,YachidaS_2019
SAMD00114941,YachidaS_2019
SAMD00114896,YachidaS_2019
SAMD00114897,YachidaS_2019
SAMD00114877,YachidaS_2019
SAMD00114878,YachidaS_2019
SAMD00114934,YachidaS_2019
SAMD00114942,YachidaS_2019
SAMD00114898,YachidaS_2019
SAMD00114935,YachidaS_2019
SAMD00114936,YachidaS_2019
SAMD00114943,YachidaS_2019
SAMD00114908,YachidaS_2019
SAMD00114944,YachidaS_2019
SAMD00114918,YachidaS_2019
SAMD00114909,YachidaS_2019
SAMD00114919,YachidaS_2019
SAMD00114920,YachidaS_2019
SAMD00114949,YachidaS_2019
SAMD00114950,YachidaS_2019
SAMD00114910,YachidaS_2019
SAMD00114911,YachidaS_2019
SAMD00114921,YachidaS_2019
SAMD00114922,YachidaS_2019
SAMD00114951,YachidaS_2019
SAMD00114912,YachidaS_2019
SAMD00114913,YachidaS_2019
SAMD00114923,YachidaS_2019
SAMD00114952,YachidaS_2019
SAMD00114953,YachidaS_2019
SAMD00114945,YachidaS_2019
SAMD00114924,YachidaS_2019
SAMD00114954,YachidaS_2019
SAMD00114914,YachidaS_2019
SAMD00114946,YachidaS_2019
SAMD00114925,YachidaS_2019
SAMD00114955,YachidaS_2019
SAMD00114956,YachidaS_2019
SAMD00114915,YachidaS_2019
SAMD00114916,YachidaS_2019
SAMD00114917,YachidaS_2019
SAMD00114947,YachidaS_2019
SAMD00114948,YachidaS_2019
SAMD00114957,YachidaS_2019
SAMD00114958,YachidaS_2019
SAMD00114879,YachidaS_2019
SAMD00114880,YachidaS_2019
SAMD00114959,YachidaS_2019
SAMD00114960,YachidaS_2019
SAMD00114899,YachidaS_2019
SAMD00114881,YachidaS_2019
SAMD00114882,YachidaS_2019
SAMD00114900,YachidaS_2019
SAMD00114901,YachidaS_2019
SAMD00114961,YachidaS_2019
SAMD00114962,YachidaS_2019
SAMD00114883,YachidaS_2019
SAMD00114884,YachidaS_2019
SAMD00114902,YachidaS_2019
SAMD00114903,YachidaS_2019
SAMD00114963,YachidaS_2019
SAMD00114964,YachidaS_2019
SAMD00114904,YachidaS_2019
SAMD00114905,YachidaS_2019
SAMD00114965,YachidaS_2019
SAMD00114885,YachidaS_2019
SAMD00114906,YachidaS_2019
SAMD00114907,YachidaS_2019
SAMD00114966,YachidaS_2019
SAMD00114967,YachidaS_2019
SAMD00114886,YachidaS_2019
SAMD00164694,YachidaS_2019
SAMD00164695,YachidaS_2019
SAMD00164708,YachidaS_2019
SAMD00164713,YachidaS_2019
SAMD00136653,YachidaS_2019
SAMD00164717,YachidaS_2019
SAMD00164721,YachidaS_2019
SAMD00164723,YachidaS_2019
SAMD00164727,YachidaS_2019
SAMD00164728,YachidaS_2019
SAMD00164729,YachidaS_2019
SAMD00164734,YachidaS_2019
SAMD00164744,YachidaS_2019
SAMD00164745,YachidaS_2019
SAMD00164746,YachidaS_2019
SAMD00164748,YachidaS_2019
SAMD00164750,YachidaS_2019
SAMD00154991,YachidaS_2019
SAMD00164755,YachidaS_2019
SAMD00164756,YachidaS_2019
SAMD00164757,YachidaS_2019
SAMD00164758,YachidaS_2019
SAMD00154992,YachidaS_2019
SAMD00164760,YachidaS_2019
SAMD00154993,YachidaS_2019
SAMD00164764,YachidaS_2019
SAMD00164765,YachidaS_2019
SAMD00136648,YachidaS_2019
SAMD00164767,YachidaS_2019
SAMD00164769,YachidaS_2019
SAMD00154994,YachidaS_2019
SAMD00164771,YachidaS_2019
SAMD00164772,YachidaS_2019
SAMD00154995,YachidaS_2019
SAMD00164773,YachidaS_2019
SAMD00164774,YachidaS_2019
SAMD00164776,YachidaS_2019
SAMD00164778,YachidaS_2019
SAMD00164779,YachidaS_2019
SAMD00164780,YachidaS_2019
SAMD00164791,YachidaS_2019
SAMD00164801,YachidaS_2019
SAMD00164803,YachidaS_2019
SAMD00164804,YachidaS_2019
SAMD00164805,YachidaS_2019
SAMD00164806,YachidaS_2019
SAMD00164807,YachidaS_2019
SAMD00164808,YachidaS_2019
SAMD00164809,YachidaS_2019
SAMD00164812,YachidaS_2019
SAMD00164813,YachidaS_2019
SAMD00164814,YachidaS_2019
SAMD00164817,YachidaS_2019
SAMD00164818,YachidaS_2019
SAMD00164819,YachidaS_2019
SAMD00164820,YachidaS_2019
SAMD00164821,YachidaS_2019
SAMD00164822,YachidaS_2019
SAMD00164823,YachidaS_2019
SAMD00164824,YachidaS_2019
SAMD00164825,YachidaS_2019
SAMD00164826,YachidaS_2019
SAMD00164827,YachidaS_2019
SAMD00164828,YachidaS_2019
SAMD00164829,YachidaS_2019
SAMD00164830,YachidaS_2019
SAMD00164831,YachidaS_2019
SAMD00164832,YachidaS_2019
SAMD00164833,YachidaS_2019
SAMD00164834,YachidaS_2019
SAMD00164835,YachidaS_2019
SAMD00164836,YachidaS_2019
SAMD00164837,YachidaS_2019
SAMD00164838,YachidaS_2019
SAMD00164839,YachidaS_2019
SAMD00164840,YachidaS_2019
SAMD00164841,YachidaS_2019
SAMD00164842,YachidaS_2019
SAMD00164843,YachidaS_2019
SAMD00164844,YachidaS_2019
SAMD00164845,YachidaS_2019
SAMD00164846,YachidaS_2019
SAMD00164847,YachidaS_2019
SAMD00164848,YachidaS_2019
SAMD00164849,YachidaS_2019
SAMD00164850,YachidaS_2019
SAMD00164851,YachidaS_2019
SAMD00164852,YachidaS_2019
SAMD00164853,YachidaS_2019
SAMD00164854,YachidaS_2019
SAMD00164855,YachidaS_2019
SAMD00164856,YachidaS_2019
SAMD00164857,YachidaS_2019
SAMD00164858,YachidaS_2019
SAMD00164859,YachidaS_2019
SAMD00164860,YachidaS_2019
SAMD00164861,YachidaS_2019
SAMD00164862,YachidaS_2019
SAMD00164863,YachidaS_2019
SAMD00164864,YachidaS_2019
SAMD00164865,YachidaS_2019
SAMD00164866,YachidaS_2019
SAMD00164867,YachidaS_2019
SAMD00164868,YachidaS_2019
SAMD00164869,YachidaS_2019
SAMD00164870,YachidaS_2019
SAMD00164871,YachidaS_2019
SAMD00164872,YachidaS_2019
SAMD00164873,YachidaS_2019
SAMD00164874,YachidaS_2019
SAMD00164875,YachidaS_2019
SAMD00164876,YachidaS_2019
SAMD00164877,YachidaS_2019
SAMD00164878,YachidaS_2019
SAMD00164879,YachidaS_2019
SAMD00164880,YachidaS_2019
SAMD00164881,YachidaS_2019
SAMD00164882,YachidaS_2019
SAMD00164883,YachidaS_2019
SAMD00164884,YachidaS_2019
SAMD00164885,YachidaS_2019
SAMD00164886,YachidaS_2019
SAMD00164887,YachidaS_2019
SAMD00164888,YachidaS_2019
SAMD00164889,YachidaS_2019
SAMD00164890,YachidaS_2019
SAMD00164891,YachidaS_2019
SAMD00164892,YachidaS_2019
SAMD00164893,YachidaS_2019
SAMD00164894,YachidaS_2019
SAMD00164895,YachidaS_2019
SAMD00164896,YachidaS_2019
SAMD00164897,YachidaS_2019
SAMD00164898,YachidaS_2019
SAMD00164899,YachidaS_2019
SAMD00164900,YachidaS_2019
SAMD00164901,YachidaS_2019
SAMD00164902,YachidaS_2019
SAMD00164903,YachidaS_2019
SAMD00164904,YachidaS_2019
SAMD00164905,YachidaS_2019
SAMD00164906,YachidaS_2019
SAMD00164907,YachidaS_2019
SAMD00164908,YachidaS_2019
SAMD00164909,YachidaS_2019
SAMD00164910,YachidaS_2019
SAMD00164911,YachidaS_2019
SAMD00164912,YachidaS_2019
SAMD00164913,YachidaS_2019
SAMD00164914,YachidaS_2019
SAMD00164915,YachidaS_2019
SAMD00164916,YachidaS_2019
SAMD00164917,YachidaS_2019
SAMD00164918,YachidaS_2019
SAMD00164919,YachidaS_2019
SAMD00164920,YachidaS_2019
SAMD00164921,YachidaS_2019
SAMD00164922,YachidaS_2019
SAMD00164923,YachidaS_2019
SAMD00164924,YachidaS_2019
SAMD00164925,YachidaS_2019
SAMD00164926,YachidaS_2019
SAMD00164927,YachidaS_2019
SAMD00164928,YachidaS_2019
SAMD00164929,YachidaS_2019
SAMD00164930,YachidaS_2019
SAMD00164931,YachidaS_2019
SAMD00164932,YachidaS_2019
SAMD00164933,YachidaS_2019
SAMD00164934,YachidaS_2019
SAMD00164935,YachidaS_2019
SAMD00164936,YachidaS_2019
SAMD00164937,YachidaS_2019
SAMD00164938,YachidaS_2019
SAMD00164939,YachidaS_2019
SAMD00164940,YachidaS_2019
SAMD00164941,YachidaS_2019
SAMD00164942,YachidaS_2019
SAMD00164943,YachidaS_2019
SAMD00164944,YachidaS_2019
SAMD00164945,YachidaS_2019
SAMD00164946,YachidaS_2019
SAMD00164947,YachidaS_2019
SAMD00164948,YachidaS_2019
SAMD00164949,YachidaS_2019
SAMD00164950,YachidaS_2019
SAMD00164951,YachidaS_2019
SAMD00164952,YachidaS_2019
SAMD00164953,YachidaS_2019
SAMD00164954,YachidaS_2019
SAMD00164955,YachidaS_2019
SAMD00164956,YachidaS_2019
SAMD00164957,YachidaS_2019
SAMD00164958,YachidaS_2019
SAMD00164959,YachidaS_2019
SAMD00164960,YachidaS_2019
SAMD00164961,YachidaS_2019
SAMD00164962,YachidaS_2019
SAMD00164963,YachidaS_2019
SAMD00164964,YachidaS_2019
SAMD00164965,YachidaS_2019
SAMD00164966,YachidaS_2019
SAMD00164967,YachidaS_2019
SAMD00164968,YachidaS_2019
SAMD00164969,YachidaS_2019
SAMD00164970,YachidaS_2019
SAMD00164971,YachidaS_2019
SAMD00164972,YachidaS_2019
SAMD00164973,YachidaS_2019
SAMD00164974,YachidaS_2019
SAMD00164975,YachidaS_2019
SAMD00164976,YachidaS_2019
SAMD00164977,YachidaS_2019
SAMD00164978,YachidaS_2019
SAMD00164979,YachidaS_2019
SAMD00164980,YachidaS_2019
SAMD00164981,YachidaS_2019
SAMD00164982,YachidaS_2019
SAMD00164983,YachidaS_2019
SAMD00164984,YachidaS_2019
SAMD00164985,YachidaS_2019
SAMD00164986,YachidaS_2019
SAMD00164987,YachidaS_2019
SAMD00164988,YachidaS_2019
SAMD00164989,YachidaS_2019
SAMD00164990,YachidaS_2019
SAMD00164991,YachidaS_2019
SAMD00164992,YachidaS_2019
SAMD00164993,YachidaS_2019
SAMD00164994,YachidaS_2019
SAMD00164995,YachidaS_2019
SAMD00164996,YachidaS_2019
SAMD00164997,YachidaS_2019
SAMD00164998,YachidaS_2019
SAMD00164999,YachidaS_2019
SAMD00165000,YachidaS_2019
SAMD00165001,YachidaS_2019
SAMD00165002,YachidaS_2019
SAMD00165003,YachidaS_2019
SAMD00165004,YachidaS_2019
SAMD00165005,YachidaS_2019
SAMD00165006,YachidaS_2019
SAMD00165007,YachidaS_2019
SAMD00165008,YachidaS_2019
SAMD00165009,YachidaS_2019
SAMD00165010,YachidaS_2019
SAMD00165011,YachidaS_2019
SAMD00165012,YachidaS_2019
SAMD00165013,YachidaS_2019
SAMD00165014,YachidaS_2019
SAMD00165015,YachidaS_2019
SAMD00165016,YachidaS_2019
SAMD00165017,YachidaS_2019
SAMD00165018,YachidaS_2019
SAMD00165019,YachidaS_2019
SAMD00165020,YachidaS_2019
SAMD00165021,YachidaS_2019
SAMD00165022,YachidaS_2019
SAMD00165023,YachidaS_2019
SAMD00165024,YachidaS_2019
SAMD00165025,YachidaS_2019
SAMD00165026,YachidaS_2019
SAMD00165027,YachidaS_2019
SAMD00165028,YachidaS_2019
SAMD00165029,YachidaS_2019
SAMD00165030,YachidaS_2019
SAMD00165031,YachidaS_2019
SAMD00165032,YachidaS_2019
SAMD00165033,YachidaS_2019
SAMEA2017457,YassourM_2016
SAMEA2017458,YassourM_2016
SAMEA2017459,YassourM_2016
SAMEA2017460,YassourM_2016
SAMEA2055106,YassourM_2016
SAMEA2055107,YassourM_2016
SAMEA2055108,YassourM_2016
SAMEA2055109,YassourM_2016
SAMEA2055266,YassourM_2016
SAMEA2055267,YassourM_2016
SAMEA2055273,YassourM_2016
SAMEA2055272,YassourM_2016
SAMEA2055275,YassourM_2016
SAMEA2055274,YassourM_2016
SAMEA2055276,YassourM_2016
SAMEA1966431,YassourM_2016
SAMEA2055277,YassourM_2016
SAMEA2055278,YassourM_2016
SAMEA2055280,YassourM_2016
SAMEA2055279,YassourM_2016
SAMEA2055281,YassourM_2016
SAMEA2055282,YassourM_2016
SAMEA2055284,YassourM_2016
SAMEA2055283,YassourM_2016
SAMEA2055291,YassourM_2016
SAMEA2055292,YassourM_2016
SAMEA2055293,YassourM_2016
SAMEA2055294,YassourM_2016
SAMEA2055268,YassourM_2016
SAMEA2055269,YassourM_2016
SAMEA2055285,YassourM_2016
SAMEA2055286,YassourM_2016
SAMEA2055288,YassourM_2016
SAMEA2055287,YassourM_2016
SAMEA2055289,YassourM_2016
SAMEA2055290,YassourM_2016
G102209,YassourM_2018
G104682,YassourM_2018
G102377,YassourM_2018
G102370,YassourM_2018
G102371,YassourM_2018
G102372,YassourM_2018
G102374,YassourM_2018
G102375,YassourM_2018
G102376,YassourM_2018
G102206,YassourM_2018
G102208,YassourM_2018
G102207,YassourM_2018
G102317,YassourM_2018
G102382,YassourM_2018
G102362,YassourM_2018
G102369,YassourM_2018
G102315,YassourM_2018
G104711,YassourM_2018
G102325,YassourM_2018
G102316,YassourM_2018
G102258,YassourM_2018
G102259,YassourM_2018
G102260,YassourM_2018
G104712,YassourM_2018
G102262,YassourM_2018
G102263,YassourM_2018
G102264,YassourM_2018
G102265,YassourM_2018
G102229,YassourM_2018
G102228,YassourM_2018
G104684,YassourM_2018
G104685,YassourM_2018
G102231,YassourM_2018
G102230,YassourM_2018
G102233,YassourM_2018
G102232,YassourM_2018
G102227,YassourM_2018
G102234,YassourM_2018
G102248,YassourM_2018
G102210,YassourM_2018
G102241,YassourM_2018
G102240,YassourM_2018
G102239,YassourM_2018
G102238,YassourM_2018
G102197,YassourM_2018
G102196,YassourM_2018
G102195,YassourM_2018
G102202,YassourM_2018
G102200,YassourM_2018
G102199,YassourM_2018
G102302,YassourM_2018
G102301,YassourM_2018
G102308,YassourM_2018
G102307,YassourM_2018
G102298,YassourM_2018
G102305,YassourM_2018
G102304,YassourM_2018
G102303,YassourM_2018
G102320,YassourM_2018
G104619,YassourM_2018
G102300,YassourM_2018
G102299,YassourM_2018
G104656,YassourM_2018
G104657,YassourM_2018
G104620,YassourM_2018
G104617,YassourM_2018
G102261,YassourM_2018
G102252,YassourM_2018
G104683,YassourM_2018
G102255,YassourM_2018
G102254,YassourM_2018
G102253,YassourM_2018
G104708,YassourM_2018
G102251,YassourM_2018
G102250,YassourM_2018
G102257,YassourM_2018
G102256,YassourM_2018
G102198,YassourM_2018
G102201,YassourM_2018
G102224,YassourM_2018
G102225,YassourM_2018
G102222,YassourM_2018
G102223,YassourM_2018
G102220,YassourM_2018
G102221,YassourM_2018
G102226,YassourM_2018
G102219,YassourM_2018
G102242,YassourM_2018
G102243,YassourM_2018
G102314,YassourM_2018
G102237,YassourM_2018
G102236,YassourM_2018
G102245,YassourM_2018
G102246,YassourM_2018
G102247,YassourM_2018
G102321,YassourM_2018
G102249,YassourM_2018
G104621,YassourM_2018
G104622,YassourM_2018
G102318,YassourM_2018
G104653,YassourM_2018
G104655,YassourM_2018
G102319,YassourM_2018
G104652,YassourM_2018
G104625,YassourM_2018
G104624,YassourM_2018
G104623,YassourM_2018
G104626,YassourM_2018
G102279,YassourM_2018
G102280,YassourM_2018
G102277,YassourM_2018
G102278,YassourM_2018
G102331,YassourM_2018
G102332,YassourM_2018
G102336,YassourM_2018
G102330,YassourM_2018
G102268,YassourM_2018
G102363,YassourM_2018
G102281,YassourM_2018
G102274,YassourM_2018
G102364,YassourM_2018
G102204,YassourM_2018
G102205,YassourM_2018
G104691,YassourM_2018
G104690,YassourM_2018
G102244,YassourM_2018
G104687,YassourM_2018
G104688,YassourM_2018
G104693,YassourM_2018
G104694,YassourM_2018
G104648,YassourM_2018
G104673,YassourM_2018
G104680,YassourM_2018
G102323,YassourM_2018
G102322,YassourM_2018
G102324,YassourM_2018
G102327,YassourM_2018
G102326,YassourM_2018
G102329,YassourM_2018
G102328,YassourM_2018
G104631,YassourM_2018
G104629,YassourM_2018
G104628,YassourM_2018
G104627,YassourM_2018
G102335,YassourM_2018
G102334,YassourM_2018
G104634,YassourM_2018
G104637,YassourM_2018
G104633,YassourM_2018
G104639,YassourM_2018
G104701,YassourM_2018
G104700,YassourM_2018
G104697,YassourM_2018
G104696,YassourM_2018
G104702,YassourM_2018
G104698,YassourM_2018
G104703,YassourM_2018
G104699,YassourM_2018
G102269,YassourM_2018
G102284,YassourM_2018
G104705,YassourM_2018
G102293,YassourM_2018
G102294,YassourM_2018
G102295,YassourM_2018
G102296,YassourM_2018
G102297,YassourM_2018
G102290,YassourM_2018
G102291,YassourM_2018
G102292,YassourM_2018
G102350,YassourM_2018
G104642,YassourM_2018
G104679,YassourM_2018
G104678,YassourM_2018
G104635,YassourM_2018
G104636,YassourM_2018
G102203,YassourM_2018
G102235,YassourM_2018
G102289,YassourM_2018
G102282,YassourM_2018
G102286,YassourM_2018
G102283,YassourM_2018
G102340,YassourM_2018
G102339,YassourM_2018
G102338,YassourM_2018
G102345,YassourM_2018
G102344,YassourM_2018
G102343,YassourM_2018
G102342,YassourM_2018
G102341,YassourM_2018
G102276,YassourM_2018
G102275,YassourM_2018
G104650,YassourM_2018
G104641,YassourM_2018
G104649,YassourM_2018
G104675,YassourM_2018
G104674,YassourM_2018
G104677,YassourM_2018
G104676,YassourM_2018
G102287,YassourM_2018
G104647,YassourM_2018
G104645,YassourM_2018
G102288,YassourM_2018
G104632,YassourM_2018
G104640,YassourM_2018
G102313,YassourM_2018
G102306,YassourM_2018
G102355,YassourM_2018
G102356,YassourM_2018
G102361,YassourM_2018
G102354,YassourM_2018
G102311,YassourM_2018
G102312,YassourM_2018
G102309,YassourM_2018
G102310,YassourM_2018
G104651,YassourM_2018
G104666,YassourM_2018
G104661,YassourM_2018
G104663,YassourM_2018
G104643,YassourM_2018
G104644,YassourM_2018
G104665,YassourM_2018
G104664,YassourM_2018
G102273,YassourM_2018
G102272,YassourM_2018
G102271,YassourM_2018
G102270,YassourM_2018
G104659,YassourM_2018
G104660,YassourM_2018
G102267,YassourM_2018
G102266,YassourM_2018
G102285,YassourM_2018
G104662,YassourM_2018
G104671,YassourM_2018
G104672,YassourM_2018
G104669,YassourM_2018
G104670,YassourM_2018
G104668,YassourM_2018
G104667,YassourM_2018
G102360,YassourM_2018
G102359,YassourM_2018
G104706,YassourM_2018
G102352,YassourM_2018
G102351,YassourM_2018
G102346,YassourM_2018
G102353,YassourM_2018
G102348,YassourM_2018
G102347,YassourM_2018
G102358,YassourM_2018
G102383,YassourM_2018
G102384,YassourM_2018
G102385,YassourM_2018
G102378,YassourM_2018
G102379,YassourM_2018
G102380,YassourM_2018
G102365,YassourM_2018
G102366,YassourM_2018
G102367,YassourM_2018
G102368,YassourM_2018
G104618,YassourM_2018
G104709,YassourM_2018
G104658,YassourM_2018
G102213,YassourM_2018
G104686,YassourM_2018
G102217,YassourM_2018
G102218,YassourM_2018
G102211,YassourM_2018
G102212,YassourM_2018
G104681,YassourM_2018
G102214,YassourM_2018
G102215,YassourM_2018
G102216,YassourM_2018
YEZ_N-48,YeZ_2018
YEZ_N-47,YeZ_2018
YEZ_N-10,YeZ_2018
YEZ_N-9,YeZ_2018
YEZ_N-8,YeZ_2018
YEZ_N-1,YeZ_2018
YEZ_N-14,YeZ_2018
YEZ_N-13,YeZ_2018
YEZ_N-12,YeZ_2018
YEZ_N-11,YeZ_2018
YEZ_N-15,YeZ_2018
YEZ_N-2,YeZ_2018
YEZ_N-17,YeZ_2018
YEZ_N-16,YeZ_2018
YEZ_N-19,YeZ_2018
YEZ_N-18,YeZ_2018
YEZ_N-21,YeZ_2018
YEZ_N-20,YeZ_2018
YEZ_N-23,YeZ_2018
YEZ_N-22,YeZ_2018
YEZ_N-3,YeZ_2018
YEZ_N-24,YeZ_2018
YEZ_N-36,YeZ_2018
YEZ_N-35,YeZ_2018
YEZ_N-42,YeZ_2018
YEZ_N-41,YeZ_2018
YEZ_N-40,YeZ_2018
YEZ_N-39,YeZ_2018
YEZ_N-44,YeZ_2018
YEZ_N-43,YeZ_2018
YEZ_N-29,YeZ_2018
YEZ_N-30,YeZ_2018
YEZ_N-31,YeZ_2018
YEZ_N-32,YeZ_2018
YEZ_N-25,YeZ_2018
YEZ_N-26,YeZ_2018
YEZ_N-27,YeZ_2018
YEZ_N-28,YeZ_2018
YEZ_N-4,YeZ_2018
YEZ_N-33,YeZ_2018
YEZ_N-34,YeZ_2018
YEZ_N-45,YeZ_2018
YEZ_N-46,YeZ_2018
YEZ_N-38,YeZ_2018
YEZ_N-37,YeZ_2018
YEZ_BA8,YeZ_2018
YEZ_BA7,YeZ_2018
YEZ_BA6,YeZ_2018
YEZ_BA5,YeZ_2018
YEZ_BA11,YeZ_2018
YEZ_BA12,YeZ_2018
YEZ_BA1,YeZ_2018
YEZ_BA10,YeZ_2018
YEZ_BA16,YeZ_2018
YEZ_BA17,YeZ_2018
YEZ_BA13,YeZ_2018
YEZ_BA15,YeZ_2018
YEZ_BA18,YeZ_2018
YEZ_BA19,YeZ_2018
YEZ_BA21,YeZ_2018
YEZ_BA22,YeZ_2018
YEZ_BA2,YeZ_2018
YEZ_BA20,YeZ_2018
YEZ_BA3,YeZ_2018
YEZ_BA4,YeZ_2018
SZAXPI003409-8,YuJ_2015
SZAXPI003410-3,YuJ_2015
SZAXPI003411-6,YuJ_2015
SZAXPI003412-1,YuJ_2015
SZAXPI003413-4,YuJ_2015
SZAXPI003414-3,YuJ_2015
SZAXPI003415-12,YuJ_2015
SZAXPI003416-4,YuJ_2015
SZAXPI003417-4,YuJ_2015
SZAXPI003418-8,YuJ_2015
SZAXPI003419-6,YuJ_2015
SZAXPI003420-4,YuJ_2015
SZAXPI003421-5,YuJ_2015
SZAXPI003422-11,YuJ_2015
SZAXPI003423-8,YuJ_2015
SZAXPI003424-12,YuJ_2015
SZAXPI003425-1,YuJ_2015
SZAXPI003426-11,YuJ_2015
SZAXPI003427-1,YuJ_2015
SZAXPI003428-6,YuJ_2015
SZAXPI003429-3,YuJ_2015
SZAXPI003430-5,YuJ_2015
SZAXPI003431-1,YuJ_2015
SZAXPI003432-12,YuJ_2015
SZAXPI003433-7,YuJ_2015
SZAXPI003434-7,YuJ_2015
SZAXPI003435-11,YuJ_2015
SZAXPI003436-7,YuJ_2015
SZAXPI003437-3,YuJ_2015
SZAXPI015209-133,YuJ_2015
SZAXPI015210-17,YuJ_2015
SZAXPI015211-166,YuJ_2015
SZAXPI015212-113,YuJ_2015
SZAXPI015213-15,YuJ_2015
SZAXPI015214-19,YuJ_2015
SZAXPI015215-20,YuJ_2015
SZAXPI015216-169,YuJ_2015
SZAXPI015217-140,YuJ_2015
SZAXPI015218-16,YuJ_2015
SZAXPI015219-129,YuJ_2015
SZAXPI015220-136,YuJ_2015
SZAXPI015221-142,YuJ_2015
