,sample
10882,SID140202
10883,SID140201
10884,SID140104
10885,SID140102
10886,SID140101
10887,SID100404
10888,SID100402
10889,SID100401
10890,SID100304
10891,SID100302
10892,SID100301
10893,SID100204
10894,SID100202
10895,SID100201
10896,SID090201
10897,SID090102
10898,SID090101
10899,SID080304
10900,SID080302
10901,SID080301
10902,SID080104
10903,SID080102
10904,SID080101
10905,SID060601
10906,SID060301
10907,SID060201
10908,SID030704
10909,SID030702
10910,SID030604
10911,SID030602
10912,SID030504
10913,SID030204
10914,SID030202
10915,SID030104
10916,SID030102
10917,SID020304
10918,SID020302
10919,SID020301
10920,SID020204
10921,SID020202
10922,SID020201
10923,SID020104
10924,SID020102
10925,SID020101
10926,SID010404
10927,SID010402
10928,SID010401
10929,SID010304
10930,SID010302
10931,SID010301
10932,SID010204
10933,SID010202
10934,SID010201
10935,SID010104
10936,SID010102
10937,SID010101
10938,SID08K_237
10939,SID08I_170
10940,SID08E_160
10941,SID08D_257
10942,SID08A_236
10943,SID01J_173
10944,SID01H_202
10945,SID01G_234
10946,SID01F_239
10947,SID01E_191
10948,SID01D_190
10949,SID01C_235
10950,SID08K_032
10951,SID08J_078
10952,SID08I_009
10953,SID08H_008
10954,SID08G_023
10955,SID08F_040
10956,SID08E_041
10957,SID08D_079
10958,SID08C_021
10959,SID08B_044
10960,SID08A_022
10961,SID060602
10962,SID060402
10963,SID060401
10964,SID060302
10965,SID060102
10966,SID060101
10967,SID040303
10968,SID040301
10969,SID040203
10970,SID040202
10971,SID040201
10972,SID040101
10973,SID030701
10974,SID030601
10975,SID030502
10976,SID030301
10977,SID030201
10978,SID030101
10979,SID01J_010
10980,SID01I_012
10981,SID01H_011
10982,SID01G_005
10983,SID01E_015
10984,SID01D_013
10985,SID01B_007
10986,SID01A_006
10987,SID040304
10988,SID040204
10989,SID040104
10990,SID060502
10991,SID060202
11726,CM.102_WGS
11727,CM.103_WGS
11728,CM.105_WGS
11729,CM.107_WGS
11730,CM.109_WGS
11731,CM.111_WGS
11732,CM.118_WGS
11733,CM.126_WGS
11734,CM.129_WGS
11735,CM.13_WGS
11736,CM.131_WGS
11737,CM.132_WGS
11738,CM.138_WGS
11739,CM.139_WGS
11740,CM.146_WGS
11741,CM.147_WGS
11742,CM.152_WGS
11743,CM.157_WGS
11744,CM.16_WGS
11745,CM.160_WGS
11746,CM.162_WGS
11747,CM.164_WGS
11748,CM.165_WGS
11749,CM.168_WGS
11750,CM.17_WGS
11751,CM.172_WGS
11752,CM.175_WGS
11753,CM.176_WGS
11754,CM.177_WGS
11755,CM.178_WGS
11756,CM.179_WGS
11757,CM.18_WGS
11758,CM.186_WGS
11759,CM.187_WGS
11760,CM.19_WGS
11761,CM.194_WGS
11762,CM.195_WGS
11763,CM.199_WGS
11764,CM.20_WGS
11765,CM.203_WGS
11766,CM.206_WGS
11767,CM.208_WGS
11768,CM.210_WGS
11769,CM.211_WGS
11770,CM.212_WGS
11771,CM.215_WGS
11772,CM.219_WGS
11773,CM.220_WGS
11774,CM.221_WGS
11775,CM.222_WGS
11776,CM.223_WGS
11777,CM.224_WGS
11778,CM.226_WGS
11779,CM.227_WGS
11780,CM.228_WGS
11781,CM.231_WGS
11782,CM.232_WGS
11783,CM.233_WGS
11784,CM.234_WGS
11785,CM.235_WGS
11786,CM.237_WGS
11787,CM.239_WGS
11788,CM.24_WGS
11789,CM.247_WGS
11790,CM.249_WGS
11791,CM.25_WGS
11792,CM.251_WGS
11793,CM.253_WGS
11794,CM.254_WGS
11795,CM.255_WGS
11796,CM.257_WGS
11797,CM.259_WGS
11798,CM.260_WGS
11799,CM.261_WGS
11800,CM.268_WGS
11801,CM.270_WGS
11802,CM.271_WGS
11803,CM.273_WGS
11804,CM.275_WGS
11805,CM.278_WGS
11806,CM.283_WGS
11807,CM.284_WGS
11808,CM.285_WGS
11809,CM.289_WGS
11810,CM.29_WGS
11811,CM.291_WGS
11812,CM.294_WGS
11813,CM.30_WGS
11814,CM.308_WGS
11815,CM.31_WGS
11816,CM.310_WGS
11817,CM.315_WGS
11818,CM.316_WGS
11819,CM.317_WGS
11820,CM.32_WGS
11821,CM.328_WGS
11822,CM.335_WGS
11823,CM.339_WGS
11824,CM.340_WGS
11825,CM.342_WGS
11826,CM.343_WGS
11827,CM.345_WGS
11828,CM.347_WGS
11829,CM.358_WGS
11830,CM.361_WGS
11831,CM.364_WGS
11832,CM.366_WGS
11833,CM.367_WGS
11834,CM.369_WGS
11835,CM.370_WGS
11836,CM.373_WGS
11837,CM.375_WGS
11838,CM.376_WGS
11839,CM.378_WGS
11840,CM.382_WGS
11841,CM.389_WGS
11842,CM.390_WGS
11843,CM.392_WGS
11844,CM.395_WGS
11845,CM.397_WGS
11846,CM.401_WGS
11847,CM.402_WGS
11848,CM.403_WGS
11849,CM.408_WGS
11850,CM.409_WGS
11851,CM.41_WGS
11852,CM.410_WGS
11853,CM.412_WGS
11854,CM.413_WGS
11855,CM.418_WGS
11856,CM.425_WGS
11857,CM.432_WGS
11858,CM.437_WGS
11859,CM.438_WGS
11860,CM.439_WGS
11861,CM.44_WGS
11862,CM.443_WGS
11863,CM.445_WGS
11864,CM.454_WGS
11865,CM.46_WGS
11866,CM.466_WGS
11867,CM.47_WGS
11868,CM.486_WGS
11869,CM.490_WGS
11870,CM.506_WGS
11871,CM.507_WGS
11872,CM.511_WGS
11873,CM.512_WGS
11874,CM.514_WGS
11875,CM.520_WGS
11876,CM.521_WGS
11877,CM.525_WGS
11878,CM.528_WGS
11879,CM.530_WGS
11880,CM.532_WGS
11881,CM.536_WGS
11882,CM.55_WGS
11883,CM.553_WGS
11884,CM.555_WGS
11885,CM.57_WGS
11886,CM.574_WGS
11887,CM.580_WGS
11888,CM.64_WGS
11889,CM.65_WGS
11890,CM.67_WGS
11891,CM.7_WGS
11892,CM.70_WGS
11893,CM.75_WGS
11894,CM.79_WGS
11895,CM.80_WGS
11896,CM.82_WGS
11897,CM.86_WGS
11898,CM.90_WGS
11899,CM.94_WGS
11900,CM.97_WGS
12409,SID629421fa-7ae6-11e9-a106-68b59976a384
12410,SID62a29866-7ae6-11e9-a106-68b59976a384
12411,SID62affe5c-7ae6-11e9-a106-68b59976a384
12412,SID62bebb54-7ae6-11e9-a106-68b59976a384
12413,SID62cbe612-7ae6-11e9-a106-68b59976a384
12414,SID62db6a60-7ae6-11e9-a106-68b59976a384
12415,SID62eb1578-7ae6-11e9-a106-68b59976a384
12416,SID62fb9556-7ae6-11e9-a106-68b59976a384
12417,SID630f9fb0-7ae6-11e9-a106-68b59976a384
12418,SID632090b8-7ae6-11e9-a106-68b59976a384
12419,SID633a81d0-7ae6-11e9-a106-68b59976a384
12420,SID634e17b8-7ae6-11e9-a106-68b59976a384
12421,SID63630e48-7ae6-11e9-a106-68b59976a384
12422,SID63778eb8-7ae6-11e9-a106-68b59976a384
12423,SID638b619a-7ae6-11e9-a106-68b59976a384
12424,SID639fd4d6-7ae6-11e9-a106-68b59976a384
12425,SID63b543e8-7ae6-11e9-a106-68b59976a384
12426,SID63c94c62-7ae6-11e9-a106-68b59976a384
12427,SID63dd2124-7ae6-11e9-a106-68b59976a384
12428,SID63f0503c-7ae6-11e9-a106-68b59976a384
12429,SID64053380-7ae6-11e9-a106-68b59976a384
12430,SID64183e76-7ae6-11e9-a106-68b59976a384
12431,SID642eb156-7ae6-11e9-a106-68b59976a384
12432,SID64423bea-7ae6-11e9-a106-68b59976a384
12433,SID6455c1ba-7ae6-11e9-a106-68b59976a384
12434,SID64696f4e-7ae6-11e9-a106-68b59976a384
12435,SID647cffc8-7ae6-11e9-a106-68b59976a384
12436,SID649111e8-7ae6-11e9-a106-68b59976a384
12437,SID64a50acc-7ae6-11e9-a106-68b59976a384
12438,SID64bbfa2a-7ae6-11e9-a106-68b59976a384
12439,SID64cff2e6-7ae6-11e9-a106-68b59976a384
12440,SID64e6482a-7ae6-11e9-a106-68b59976a384
12441,SID64fe6b26-7ae6-11e9-a106-68b59976a384
12442,SID6515b0b0-7ae6-11e9-a106-68b59976a384
12443,SID652b6450-7ae6-11e9-a106-68b59976a384
12444,SID654039c0-7ae6-11e9-a106-68b59976a384
12445,SID6555fea4-7ae6-11e9-a106-68b59976a384
12446,SID656c2300-7ae6-11e9-a106-68b59976a384
12447,SID657f81ac-7ae6-11e9-a106-68b59976a384
12448,SID6593119a-7ae6-11e9-a106-68b59976a384
12449,SID65a72c48-7ae6-11e9-a106-68b59976a384
12450,SID65ba6ae2-7ae6-11e9-a106-68b59976a384
12451,SID65cf4d04-7ae6-11e9-a106-68b59976a384
12452,SID65e3f1f0-7ae6-11e9-a106-68b59976a384
12453,SID65f7e78c-7ae6-11e9-a106-68b59976a384
12454,SID660b2036-7ae6-11e9-a106-68b59976a384
12455,SID661e8e0a-7ae6-11e9-a106-68b59976a384
12456,SID663265a6-7ae6-11e9-a106-68b59976a384
12457,SID664cd45e-7ae6-11e9-a106-68b59976a384
12458,SID66641a38-7ae6-11e9-a106-68b59976a384
12459,SID667835ea-7ae6-11e9-a106-68b59976a384
12460,SID668c0dae-7ae6-11e9-a106-68b59976a384
12461,SID66a0feda-7ae6-11e9-a106-68b59976a384
12462,SID66b52748-7ae6-11e9-a106-68b59976a384
12463,SID66c8bc9a-7ae6-11e9-a106-68b59976a384
12464,SID66e0ec2a-7ae6-11e9-a106-68b59976a384
12465,SID66f49630-7ae6-11e9-a106-68b59976a384
12466,SID67077a5c-7ae6-11e9-a106-68b59976a384
12467,SID671a3854-7ae6-11e9-a106-68b59976a384
12468,SID672d49bc-7ae6-11e9-a106-68b59976a384
12469,SID67405d72-7ae6-11e9-a106-68b59976a384
12470,SID6761ff86-7ae6-11e9-a106-68b59976a384
12471,SID677c869e-7ae6-11e9-a106-68b59976a384
12472,SID67980cb6-7ae6-11e9-a106-68b59976a384
12473,SID67b342b0-7ae6-11e9-a106-68b59976a384
12474,SID67d3f42e-7ae6-11e9-a106-68b59976a384
12475,SID67f1acf8-7ae6-11e9-a106-68b59976a384
12476,SID6809b370-7ae6-11e9-a106-68b59976a384
12477,SID6824518a-7ae6-11e9-a106-68b59976a384
12478,SID683d1cf6-7ae6-11e9-a106-68b59976a384
12479,SID6855203a-7ae6-11e9-a106-68b59976a384
12480,SID686e3e6c-7ae6-11e9-a106-68b59976a384
12481,SID68866cd0-7ae6-11e9-a106-68b59976a384
12482,SID68a0ca1c-7ae6-11e9-a106-68b59976a384
12483,SID68baf7f2-7ae6-11e9-a106-68b59976a384
12484,SID68d82070-7ae6-11e9-a106-68b59976a384
12485,SID68f30f52-7ae6-11e9-a106-68b59976a384
12486,SID690c8004-7ae6-11e9-a106-68b59976a384
12487,SID6924d988-7ae6-11e9-a106-68b59976a384
12488,SID693da6ac-7ae6-11e9-a106-68b59976a384
12489,SID69557cbe-7ae6-11e9-a106-68b59976a384
12490,SID696d5bf4-7ae6-11e9-a106-68b59976a384
12491,SID698a5290-7ae6-11e9-a106-68b59976a384
12492,SID69a55b58-7ae6-11e9-a106-68b59976a384
12493,SID69c57172-7ae6-11e9-a106-68b59976a384
12494,SID69ec1bec-7ae6-11e9-a106-68b59976a384
12495,SID6a0dfaf0-7ae6-11e9-a106-68b59976a384
12496,SID6a2de536-7ae6-11e9-a106-68b59976a384
12497,SID6a4b9a2c-7ae6-11e9-a106-68b59976a384
12498,SID6a6ad18a-7ae6-11e9-a106-68b59976a384
12499,SID6a8c22c2-7ae6-11e9-a106-68b59976a384
12500,SID6aac85b2-7ae6-11e9-a106-68b59976a384
12501,SID6ad61eea-7ae6-11e9-a106-68b59976a384
12502,SID6aefc6f6-7ae6-11e9-a106-68b59976a384
12503,SID6b1429ba-7ae6-11e9-a106-68b59976a384
12504,SID6b315a30-7ae6-11e9-a106-68b59976a384
12505,SID6b4dc3f0-7ae6-11e9-a106-68b59976a384
12506,SID6b6acf5e-7ae6-11e9-a106-68b59976a384
12507,SID6b89d778-7ae6-11e9-a106-68b59976a384
12508,SID6ba7df5c-7ae6-11e9-a106-68b59976a384
12509,SID6bc6b292-7ae6-11e9-a106-68b59976a384
12510,SID6be32c56-7ae6-11e9-a106-68b59976a384
12511,SID6bfefae4-7ae6-11e9-a106-68b59976a384
12512,SID6c1718d6-7ae6-11e9-a106-68b59976a384
12513,SID6c2ed278-7ae6-11e9-a106-68b59976a384
12514,SID6c4afab6-7ae6-11e9-a106-68b59976a384
12515,SID6c7c16dc-7ae6-11e9-a106-68b59976a384
12516,SID6c9f42e2-7ae6-11e9-a106-68b59976a384
12517,SID6cb89a9e-7ae6-11e9-a106-68b59976a384
12518,SID6cd990dc-7ae6-11e9-a106-68b59976a384
12519,SID6cf5af38-7ae6-11e9-a106-68b59976a384
12520,SID6d0fe86c-7ae6-11e9-a106-68b59976a384
12521,SID6d29dc22-7ae6-11e9-a106-68b59976a384
12522,SID6d461180-7ae6-11e9-a106-68b59976a384
12523,SID6d60b490-7ae6-11e9-a106-68b59976a384
12524,SID6d7c49c6-7ae6-11e9-a106-68b59976a384
12525,SID6d9667fc-7ae6-11e9-a106-68b59976a384
12526,SID6de73858-7ae6-11e9-a106-68b59976a384
12527,SID6df7b57a-7ae6-11e9-a106-68b59976a384
12528,SID6e0a2cbe-7ae6-11e9-a106-68b59976a384
12529,SID6e296368-7ae6-11e9-a106-68b59976a384
12530,SID6e3acb30-7ae6-11e9-a106-68b59976a384
12531,SID6e4af8de-7ae6-11e9-a106-68b59976a384
12532,SID6e5b045e-7ae6-11e9-a106-68b59976a384
12533,SID6e6b99e0-7ae6-11e9-a106-68b59976a384
12534,SID6e7c2148-7ae6-11e9-a106-68b59976a384
12535,SID6e8c8eb6-7ae6-11e9-a106-68b59976a384
12536,SID6e9d0840-7ae6-11e9-a106-68b59976a384
12537,SID6eb0cd1c-7ae6-11e9-a106-68b59976a384
12538,SID6ec12e0a-7ae6-11e9-a106-68b59976a384
12539,SID6ed0c900-7ae6-11e9-a106-68b59976a384
12540,SID6ee10590-7ae6-11e9-a106-68b59976a384
12541,SID6ef1a530-7ae6-11e9-a106-68b59976a384
12542,SID6f0181da-7ae6-11e9-a106-68b59976a384
12543,SID6f10cffa-7ae6-11e9-a106-68b59976a384
12544,SID6f20dfe4-7ae6-11e9-a106-68b59976a384
12545,SID6f311724-7ae6-11e9-a106-68b59976a384
12546,SID6f42328e-7ae6-11e9-a106-68b59976a384
12547,SID6fa37030-7ae6-11e9-a106-68b59976a384
12548,SID6fbf7fc8-7ae6-11e9-a106-68b59976a384
12549,SID6fd85dfe-7ae6-11e9-a106-68b59976a384
12550,SID6ff30e7e-7ae6-11e9-a106-68b59976a384
12551,SID700c8430-7ae6-11e9-a106-68b59976a384
12552,SID7028073c-7ae6-11e9-a106-68b59976a384
12553,SID70413748-7ae6-11e9-a106-68b59976a384
12554,SID705ac7ee-7ae6-11e9-a106-68b59976a384
12555,SID7074ab28-7ae6-11e9-a106-68b59976a384
12556,SID708e83a4-7ae6-11e9-a106-68b59976a384
12557,SID70a83920-7ae6-11e9-a106-68b59976a384
12558,SID70c8fa8e-7ae6-11e9-a106-68b59976a384
12559,SID70e28256-7ae6-11e9-a106-68b59976a384
12560,SID70fbe692-7ae6-11e9-a106-68b59976a384
12561,SID7114df80-7ae6-11e9-a106-68b59976a384
12562,SID712f7fb6-7ae6-11e9-a106-68b59976a384
12563,SID714b78c4-7ae6-11e9-a106-68b59976a384
12564,SID7164f0ec-7ae6-11e9-a106-68b59976a384
12565,SID717eeab0-7ae6-11e9-a106-68b59976a384
12566,SID7197b6ee-7ae6-11e9-a106-68b59976a384
12567,SID720e1046-7ae6-11e9-a106-68b59976a384
12568,SID7228c300-7ae6-11e9-a106-68b59976a384
12569,SID72432df8-7ae6-11e9-a106-68b59976a384
12570,SID72618118-7ae6-11e9-a106-68b59976a384
12571,SID727c3062-7ae6-11e9-a106-68b59976a384
12572,SID72970d10-7ae6-11e9-a106-68b59976a384
12573,SID72b2c302-7ae6-11e9-a106-68b59976a384
12574,SID72d9530a-7ae6-11e9-a106-68b59976a384
12575,SID7313f802-7ae6-11e9-a106-68b59976a384
12576,SID73381778-7ae6-11e9-a106-68b59976a384
12577,SID7352368a-7ae6-11e9-a106-68b59976a384
12578,SID7371c220-7ae6-11e9-a106-68b59976a384
12579,SID738c0b58-7ae6-11e9-a106-68b59976a384
12580,SID73a81ffa-7ae6-11e9-a106-68b59976a384
12581,SID73c26004-7ae6-11e9-a106-68b59976a384
12582,SID73db9b64-7ae6-11e9-a106-68b59976a384
12583,SID73f4ddcc-7ae6-11e9-a106-68b59976a384
12584,SID740eb044-7ae6-11e9-a106-68b59976a384
12585,SID742f9d7c-7ae6-11e9-a106-68b59976a384
12586,SID744d851c-7ae6-11e9-a106-68b59976a384
12587,SID746c0852-7ae6-11e9-a106-68b59976a384
12588,SID7485c698-7ae6-11e9-a106-68b59976a384
12589,SID749f9492-7ae6-11e9-a106-68b59976a384
12590,SID74b94c02-7ae6-11e9-a106-68b59976a384
12591,SID74d309c6-7ae6-11e9-a106-68b59976a384
12592,SID74ebfba2-7ae6-11e9-a106-68b59976a384
12593,SID750513ee-7ae6-11e9-a106-68b59976a384
12594,SID751f0a56-7ae6-11e9-a106-68b59976a384
12595,SID75386dc0-7ae6-11e9-a106-68b59976a384
12596,SID7551e9b2-7ae6-11e9-a106-68b59976a384
12597,SID756b54c4-7ae6-11e9-a106-68b59976a384
12598,SID7585866e-7ae6-11e9-a106-68b59976a384
12599,SID75b1dd36-7ae6-11e9-a106-68b59976a384
12600,SID75cb51b2-7ae6-11e9-a106-68b59976a384
12601,SID75e5c894-7ae6-11e9-a106-68b59976a384
12602,SID760171c0-7ae6-11e9-a106-68b59976a384
12603,SID761c4c48-7ae6-11e9-a106-68b59976a384
12604,SID7636bc22-7ae6-11e9-a106-68b59976a384
12605,SID76515924-7ae6-11e9-a106-68b59976a384
12606,SID766d76fe-7ae6-11e9-a106-68b59976a384
12607,SID7687fc4a-7ae6-11e9-a106-68b59976a384
12608,SID76a45cdc-7ae6-11e9-a106-68b59976a384
12609,SID76bf5ce4-7ae6-11e9-a106-68b59976a384
12610,SID76d9d24a-7ae6-11e9-a106-68b59976a384
12611,SID76f920a0-7ae6-11e9-a106-68b59976a384
12612,SID77134322-7ae6-11e9-a106-68b59976a384
12613,SID772dd034-7ae6-11e9-a106-68b59976a384
12614,SID77484a90-7ae6-11e9-a106-68b59976a384
12615,SID776358c6-7ae6-11e9-a106-68b59976a384
12616,SID777ea496-7ae6-11e9-a106-68b59976a384
12617,SID779941e8-7ae6-11e9-a106-68b59976a384
12618,SID77b37b30-7ae6-11e9-a106-68b59976a384
12619,SID77cde0b0-7ae6-11e9-a106-68b59976a384
12620,SID77e7c5de-7ae6-11e9-a106-68b59976a384
12621,SID780b7876-7ae6-11e9-a106-68b59976a384
12622,SID78236508-7ae6-11e9-a106-68b59976a384
12623,SID783c9fc8-7ae6-11e9-a106-68b59976a384
12624,SID78563c08-7ae6-11e9-a106-68b59976a384
12625,SID7873f57c-7ae6-11e9-a106-68b59976a384
12626,SID788f19b0-7ae6-11e9-a106-68b59976a384
12627,SID78a9cd78-7ae6-11e9-a106-68b59976a384
12628,SID78c45256-7ae6-11e9-a106-68b59976a384
12629,SID78e0678e-7ae6-11e9-a106-68b59976a384
12630,SID78fb5c56-7ae6-11e9-a106-68b59976a384
12631,SID791683fa-7ae6-11e9-a106-68b59976a384
12632,SID79313830-7ae6-11e9-a106-68b59976a384
12633,SID794ba3aa-7ae6-11e9-a106-68b59976a384
12634,SID7966a2b8-7ae6-11e9-a106-68b59976a384
12635,SID79824b4e-7ae6-11e9-a106-68b59976a384
12636,SID799d2054-7ae6-11e9-a106-68b59976a384
12637,SID79b7b0fe-7ae6-11e9-a106-68b59976a384
12638,SID79d34724-7ae6-11e9-a106-68b59976a384
12639,SID79eebf72-7ae6-11e9-a106-68b59976a384
12640,SID7a0a6498-7ae6-11e9-a106-68b59976a384
12641,SID7a24f790-7ae6-11e9-a106-68b59976a384
12642,SID7a464b52-7ae6-11e9-a106-68b59976a384
12643,SID7a64433c-7ae6-11e9-a106-68b59976a384
12644,SID7a7fd444-7ae6-11e9-a106-68b59976a384
12645,SID7a9afb66-7ae6-11e9-a106-68b59976a384
12646,SID7ab66cd4-7ae6-11e9-a106-68b59976a384
12647,SID7ad1074c-7ae6-11e9-a106-68b59976a384
12648,SID7aeb825c-7ae6-11e9-a106-68b59976a384
12649,SID7b0aa40c-7ae6-11e9-a106-68b59976a384
12650,SID7b2539fc-7ae6-11e9-a106-68b59976a384
12651,SID7b3e883a-7ae6-11e9-a106-68b59976a384
12652,SID7b59b434-7ae6-11e9-a106-68b59976a384
12653,SID7b747a4e-7ae6-11e9-a106-68b59976a384
12654,SID7b8f4838-7ae6-11e9-a106-68b59976a384
12655,SID7bafc8a6-7ae6-11e9-a106-68b59976a384
12656,SID7bc9cf44-7ae6-11e9-a106-68b59976a384
12657,SID7becb004-7ae6-11e9-a106-68b59976a384
12658,SID7c08e760-7ae6-11e9-a106-68b59976a384
12659,SID7c23ca4e-7ae6-11e9-a106-68b59976a384
12660,SID7c3ea09e-7ae6-11e9-a106-68b59976a384
12661,SID7ced3410-7ae6-11e9-a106-68b59976a384
12662,SID7d058510-7ae6-11e9-a106-68b59976a384
12663,SID7d1e1012-7ae6-11e9-a106-68b59976a384
12664,SID7d36da20-7ae6-11e9-a106-68b59976a384
12665,SID7d4ef51a-7ae6-11e9-a106-68b59976a384
12666,SID7d679d86-7ae6-11e9-a106-68b59976a384
12667,SID7d808c60-7ae6-11e9-a106-68b59976a384
12668,SID7d991b7c-7ae6-11e9-a106-68b59976a384
12669,SID7db1e2f6-7ae6-11e9-a106-68b59976a384
12670,SID7dca8acc-7ae6-11e9-a106-68b59976a384
12671,SID7de27e20-7ae6-11e9-a106-68b59976a384
12672,SID7dfb158e-7ae6-11e9-a106-68b59976a384
12673,SID7e13234a-7ae6-11e9-a106-68b59976a384
12674,SID7e2ed00e-7ae6-11e9-a106-68b59976a384
12675,SID7e4851e6-7ae6-11e9-a106-68b59976a384
12676,SID7e6105f6-7ae6-11e9-a106-68b59976a384
12677,SID7e7b116c-7ae6-11e9-a106-68b59976a384
12678,SID7e94a686-7ae6-11e9-a106-68b59976a384
12679,SID7eadd96c-7ae6-11e9-a106-68b59976a384
12680,SID7ec72f16-7ae6-11e9-a106-68b59976a384
12681,SID7ee11e8a-7ae6-11e9-a106-68b59976a384
12682,SID7efa24e8-7ae6-11e9-a106-68b59976a384
12683,SID7f12ed3e-7ae6-11e9-a106-68b59976a384
12684,SID7f2d179a-7ae6-11e9-a106-68b59976a384
12685,SID7f463d1a-7ae6-11e9-a106-68b59976a384
12686,SID7f5f3c52-7ae6-11e9-a106-68b59976a384
12687,SID7f7908ee-7ae6-11e9-a106-68b59976a384
12688,SID7f92856c-7ae6-11e9-a106-68b59976a384
12689,SID7fac8d36-7ae6-11e9-a106-68b59976a384
12690,SID7fc5d30e-7ae6-11e9-a106-68b59976a384
12691,SID7fded584-7ae6-11e9-a106-68b59976a384
12692,SID7ff7d05c-7ae6-11e9-a106-68b59976a384
12693,SID80112a20-7ae6-11e9-a106-68b59976a384
12694,SID802965ea-7ae6-11e9-a106-68b59976a384
12695,SID8043df2e-7ae6-11e9-a106-68b59976a384
12696,SID805ce8f2-7ae6-11e9-a106-68b59976a384
12697,SID8075b2e2-7ae6-11e9-a106-68b59976a384
12698,SID808f059e-7ae6-11e9-a106-68b59976a384
12699,SID80a81084-7ae6-11e9-a106-68b59976a384
12700,SID80c01d32-7ae6-11e9-a106-68b59976a384
12701,SID80d8e4e8-7ae6-11e9-a106-68b59976a384
12702,SID80f0f916-7ae6-11e9-a106-68b59976a384
12703,SID81098a62-7ae6-11e9-a106-68b59976a384
12704,SID81222810-7ae6-11e9-a106-68b59976a384
12705,SID813aab42-7ae6-11e9-a106-68b59976a384
12706,SID815390bc-7ae6-11e9-a106-68b59976a384
12707,SID816c7c12-7ae6-11e9-a106-68b59976a384
12708,SID818636a2-7ae6-11e9-a106-68b59976a384
12709,SID81a229d4-7ae6-11e9-a106-68b59976a384
12710,SID81bba3dc-7ae6-11e9-a106-68b59976a384
12711,SID81d6a4de-7ae6-11e9-a106-68b59976a384
12712,SID81efe142-7ae6-11e9-a106-68b59976a384
12713,SID8208e1f6-7ae6-11e9-a106-68b59976a384
12714,SID8221fb0a-7ae6-11e9-a106-68b59976a384
12715,SID823b17a2-7ae6-11e9-a106-68b59976a384
12716,SID82541914-7ae6-11e9-a106-68b59976a384
12717,SID82708054-7ae6-11e9-a106-68b59976a384
12718,SID82a14874-7ae6-11e9-a106-68b59976a384
12719,SID82b621a4-7ae6-11e9-a106-68b59976a384
12720,SID82c28886-7ae6-11e9-a106-68b59976a384
12721,SID82cef03a-7ae6-11e9-a106-68b59976a384
12722,SID82df6d34-7ae6-11e9-a106-68b59976a384
12723,SID82edf4b2-7ae6-11e9-a106-68b59976a384
12724,SID82fbfa76-7ae6-11e9-a106-68b59976a384
12725,SID830ff828-7ae6-11e9-a106-68b59976a384
12726,SID83203346-7ae6-11e9-a106-68b59976a384
12727,SID8332e5f4-7ae6-11e9-a106-68b59976a384
12728,SID8346ebe4-7ae6-11e9-a106-68b59976a384
12729,SID835af300-7ae6-11e9-a106-68b59976a384
12730,SID836f1650-7ae6-11e9-a106-68b59976a384
12731,SID8383f34a-7ae6-11e9-a106-68b59976a384
12732,SID83989412-7ae6-11e9-a106-68b59976a384
12733,SID83acf4f2-7ae6-11e9-a106-68b59976a384
12734,SID83c107bc-7ae6-11e9-a106-68b59976a384
12735,SID83d4ca54-7ae6-11e9-a106-68b59976a384
12736,SID83e874fa-7ae6-11e9-a106-68b59976a384
12737,SID83fc772a-7ae6-11e9-a106-68b59976a384
12738,SID84107126-7ae6-11e9-a106-68b59976a384
12739,SID8424e318-7ae6-11e9-a106-68b59976a384
12740,SID843902e4-7ae6-11e9-a106-68b59976a384
12741,SID844c76f8-7ae6-11e9-a106-68b59976a384
12742,SID846290e6-7ae6-11e9-a106-68b59976a384
12743,SID847b9924-7ae6-11e9-a106-68b59976a384
12744,SID8499f9a0-7ae6-11e9-a106-68b59976a384
12745,SID84b35396-7ae6-11e9-a106-68b59976a384
12746,SID84cc846a-7ae6-11e9-a106-68b59976a384
12747,SID84e4eff0-7ae6-11e9-a106-68b59976a384
12748,SID84fdd812-7ae6-11e9-a106-68b59976a384
12749,SID851708b4-7ae6-11e9-a106-68b59976a384
12750,SID852fc8b8-7ae6-11e9-a106-68b59976a384
12751,SID854895be-7ae6-11e9-a106-68b59976a384
12752,SID8561e550-7ae6-11e9-a106-68b59976a384
12753,SID857af0d6-7ae6-11e9-a106-68b59976a384
12754,SID8593a8e2-7ae6-11e9-a106-68b59976a384
12755,SID85af9872-7ae6-11e9-a106-68b59976a384
12756,SID85c86316-7ae6-11e9-a106-68b59976a384
12757,SID85e129fa-7ae6-11e9-a106-68b59976a384
12758,SID85fafe3e-7ae6-11e9-a106-68b59976a384
12759,SID8613b53c-7ae6-11e9-a106-68b59976a384
12760,SID862be18e-7ae6-11e9-a106-68b59976a384
12761,SID864470dc-7ae6-11e9-a106-68b59976a384
12762,SID865d378e-7ae6-11e9-a106-68b59976a384
12763,SID86763af4-7ae6-11e9-a106-68b59976a384
12764,SID868ff6a6-7ae6-11e9-a106-68b59976a384
12765,SID86a9b6e0-7ae6-11e9-a106-68b59976a384
12766,SID86c37b52-7ae6-11e9-a106-68b59976a384
12767,SID86de29d4-7ae6-11e9-a106-68b59976a384
12768,SID86f7a2e2-7ae6-11e9-a106-68b59976a384
12769,SID87110d86-7ae6-11e9-a106-68b59976a384
12770,SID872a755a-7ae6-11e9-a106-68b59976a384
